article_name,quantity,brand,function,type-flavour-colour,misc
leonardo pomace olive oil bt 1l,1l,leonardo,edible oil ghee | grocery,flavor:olive color:olive flavor:pomace,olive
bblunt hr cl sal sec cof nat brown 4.31,,bblunt,skin care | beauty personal care,color:brown,"sal,sec,nat,brown,4.31"
goodknight lq ref adv 33% long prot 45ml,33% l,good knight,freshners repellents | home hygiene,,"ref,adv,ong"
tops green chilli pickle 200g,200g,tops,pickles chutneys | branded food,flavor:chilli flavor:pickle color:green,"green,chilli,pickle"
savlon soap glycerin gentle mois 125g,125g,savlon,skin care | beauty personal care,type:glycerin type:soap,"soap,gentle"
flying bird almond essence 20ml,20ml,flying bird,masala spices | grocery,flavor:almond,"almond,essence"
maggi noodles bangali jhaal masala pp 73g,73g,maggi,noodles pastas vermicelli | branded food,,
mutton leg,,mountain dew,toys | toys stationery,flavor:mutton,"mutton,leg"
watermellon seedless,,swiss tempelle,chocolates cakes confectioneries | branded food,flavor:seedless,seedless
frooti fizz soft drink 250ml,250ml,frooti fizz,soft drinks | beverages,,drink
green snack thai sweet chilli kale chips 30g,30g,the green snack co.,sauces puree dips | branded food,flavor:kale flavor:chilli,"thai,sweet,chilli,kale,chips"
typhoo tea masala 50g,50g,typhoo,tea coffee | beverages,,
paper boat juice santra pp 200ml,200ml,paper boat,fruit juices drinks | beverages,flavor:juice,juice
paper boat juice chilli guava tp 1l,1l,paper boat,fruit juices drinks | beverages,flavor:chilli flavor:juice flavor:guava,"juice,chilli,guava"
cadbury dairy milk lickables 20g25g,20g25g,cadbury,chocolates cakes confectioneries | branded food,flavor:dairy flavor:milk,"dairy,milk"
soyafit paneer chilly ms 200g,200g,soyafit,ready to eat | branded food,flavor:paneer,chilly
cadbury choco celebration 139g gp,139g g,cadbury,chocolates cakes confectioneries | branded food,flavor:choco,celebration
tata tetley tea bag elaichi 25p,25p,tata tea,tea coffee | beverages,flavor:elaichi type:elaichi type:bag,"tetley,bag"
koka ndl spicy blk pepper flavour pp 85g,85g,koka,noodles pastas vermicelli | branded food,flavor:spicy flavor:pepper,"spicy,pepper,flavour"
chheda ni namk cheese ball 40g,40g,,stationery | toys stationery,flavor:cheese,"cheese,ball"
chheda ni namk gldn pln sltd chips 90g,90g,,chips namkeens snacks | branded food,,"pln,ltd"
catch readymix chutney bx 100g,100g,catch,masala spices | grocery,flavor:chutney,chutney
kitchens o h&e awadhi badam halwa 200g,200g,kitchens of india,chips namkeens snacks | branded food,flavor:halwa flavor:badam,
protekt hw master blaster pump 300ml,300ml,protekt,home cleaning | home hygiene,,"mater,pump"
pedigree dogfood puppy chi rice gry 80g,80g,pedigree,pet care | home hygiene,flavor:rice,"dogfood,puppy,chi,rice"
aachi readymix chana masala bx 50g,50g,aachi,masala spices | grocery,flavor:chana,
aachi pow spice coriander pp 100g,100g,aachi,masala spices | grocery,flavor:coriander,"pow,spice,coriander"
fun foods sauce manchurian bt 210g,210g,funfoods,sauces puree dips | branded food,flavor:sauce,"fun,sauce,manchurian"
britannia nut raisin romance cake 60g,60g,britannia,biscuits cookies crackers | branded food,flavor:raisin,"nut,raisin,romance,cake"
britannia gooday butter biscuit 66g,66g,britannia,biscuits cookies crackers | branded food,flavor:butter,"butter,biscuit"
britannia fruit veg cake 75g,75g,britannia,chocolates cakes confectioneries | branded food,flavor:fruit flavor:veg,"fruit,veg,cake"
chicken popcorn 500g,500g,venkys,noodles pastas vermicelli | branded food,flavor:chicken,"chicken,popcorn"
schogetten block chocolate tiramisu 100g,100g,schogetten,chocolates cakes confectioneries | branded food,flavor:tiramisu flavor:chocolate type:chocolate,"block,chocolate"
pooof potato kettle chip onion sour cream pp 30g,30g,pooof!,chips namkeens snacks | branded food,flavor:potato type:cream flavor:cream flavor:onion,"potato,kettle,chip,onion,sour,cream"
britannia shubh kamnaye choco delight 500g,500g,britannia,biscuits cookies crackers | branded food,flavor:choco,delight
tasty treat juice chatpata kokum bt 300ml,300ml,tasty treat,fruit juices drinks | beverages,flavor:kokum flavor:juice type:kokum,juice
tasty treat juice chilli guava bt 300ml,300ml,tasty treat,fruit juices drinks | beverages,flavor:chilli flavor:juice flavor:guava,"juice,chilli,guava"
kamasutra honeymoon surprise pack,,kamasutra,toys | toys stationery,,"honeymoon,pack"
ttrt veg fryum papad zigzag pp 200g,200g,tasty treat,ready to fry | branded food,flavor:veg flavor:papad,"veg,zigzag"
kamasutra m deo dare 150m,150m,kamasutra,deos perfumes | beauty personal care,,"deo,dare"
kama sutra condom superthn 12p,12p,kamasutra,otc | beauty personal care,,"kama,condom"
p mark suji 500gm,500gm,p mark,mineral water soda | beverages,flavor:suji,
everest readymix kitchen king bx 100g,100g,everest,masala spices | grocery,,"kitchen,king"
mother dairy milk double toned pp 500ml,500ml,mother dairy,chocolates cakes confectioneries | branded food,flavor:milk,"milk,double,toned"
mother dairy kesar kulfi 60 ml,60 ml,mother dairy,baking dessert mixes | branded food,flavor:kulfi flavor:kesar,
everest readymixes rajma masala bx 100g,100g,everest,masala spices | grocery,flavor:rajma,
veg affaire frozen mix bell pepper 200g,200g,veg affaire,frozen veg | branded food,flavor:pepper,"mix,bell,pepper"
nyle antidandruf shampoo 600 ml,600 ml,nyle,hair care | beauty personal care,type:shampoo,shampoo
mother dai oth milk strwby nutrifit 100m,100m,mother dairy,chocolates cakes confectioneries | branded food,flavor:milk,"dai,oth,milk"
engage perfume cool marine men bt 18m,18m,engage,deos perfumes | beauty personal care,type:perfume,"perfume,cool,marine,men"
gh who spice red chilli 100g,100g,old spice,freshners repellents | home hygiene,flavor:chilli color:red,"red,chilli"
amul memory milk tropical fruit bt 200ml,200ml,fruit,chocolates cakes confectioneries | branded food,flavor:milk,"memory,milk,tropical"
gaay besan pp 1kg,1kg,gaay,chocolates cakes confectioneries | branded food,flavor:besan,
gh who spice biryani phool 50g,50g,old spice,freshners repellents | home hygiene,flavor:biryani,
amul smoothies chocolate200g,200g,chocolate,chocolates cakes confectioneries | branded food,flavor:smoothies,
axe signature perfume sport body bt 122m,122m,axe signature,deos perfumes | beauty personal care,type:perfume,"perfume,sport,body"
axe signature gold dark vanilla & oud wood perfume 80 ml,80 ml,axe signature gold,deos perfumes | beauty personal care,type:perfume flavor:vanilla color:dark,"dark,vanilla,wood,perfume"
alfez moroccan spiced couscous 200g,200g,alfez,frozen veg | branded food,flavor:couscous,"moroccan,spiced,couscous"
ocean fruit water mango & passion fruit bottle 500ml,500ml,ocean,fruit juices drinks | beverages,flavor:mango,"water,mango,passion,bottle"
boiled sweet corn cob plain twin,,,noodles pastas vermicelli | branded food,flavor:corn,"boiled,sweet,corn,cob,plain,twin"
clinic plus soft & silky cream conditioner 40 ml,40 ml,clinic plus+,hair care | beauty personal care,type:conditioner flavor:cream type:cream,"plus,soft,silky,cream,conditioner"
pantene shmp lively clean 90ml,90ml,pantene,hair care | beauty personal care,color:clean,"lively,clean"
pantene cond smooth silky 75ml,75ml,pantene,hair care | beauty personal care,,
vlcc honey moisturiser 100m,100m,vlcc,skin care | beauty personal care,type:honey flavor:honey,"honey,moisturiser"
huggies cucumber & aloe thick baby wipes 80 pcs,80 pcs,huggies,baby care | baby care,flavor:cucumber flavor:aloe type:aloe,"cucumber,aloe,thick,wipes"
rajdhani vermicelli long 150g,150g,rajdhani,noodles pastas vermicelli | branded food,,long
rajdhani dalia pp 500g,500g,rajdhani,toys | toys stationery,flavor:dalia,
chk peri peri mrntd,,,chips namkeens snacks | branded food,,"peri,peri"
l chana dal regular,,regular,chips namkeens snacks | branded food,flavor:chana flavor:dal,dal
huggies baby pants wonder large 38p,38p,huggies,baby care | baby care,type:pants,"pants,wonder,large"
f&p paste garlic pp 200g,200g,,cooking paste | grocery,flavor:garlic,garlic
aakash namkeen lasun sev 350g,350g,aakash namkeen,chips namkeens snacks | branded food,,
24 lm sambar powder pp 100g,24 lm,,masala spices | grocery,flavor:sambar,"sambar,powder"
impact peach sugar free mints 14g,14g,sugar free,salt sugar jaggery | grocery,flavor:peach,"impact,peach,mints"
parle candy 2 in 1 rose milk 245.5g,1 ros,parle,biscuits cookies crackers | branded food,flavor:candy flavor:milk,"candy,milk"
st.ives exfoliating apricot body wash 400 ml,400 ml,st. ives,skin care | beauty personal care,type:exfoliating type:wash flavor:apricot,"apricot,body,wash"
zorabian frozen chicken lollypops 250g,250g,zorabian,frozen veg | branded food,flavor:chicken,chicken
zorabian frz chk chs n onion sausge 250g,250g,zorabian,toys | toys stationery,flavor:onion,"chs,onion"
patanjali muesli fruit & nut 450g,450g,patanjali,breakfast cereals | branded food,flavor:fruit flavor:muesli,"muesli,fruit,nut"
patanjali borosafe antiseptic cream 50g,50g,patanjali,hair care | beauty personal care,flavor:cream type:antiseptic type:cream,"antiseptic,cream"
park avenue soap storm bx 125g,125g,park avenue,deos perfumes | beauty personal care,type:soap,"soap,storm"
patanjali spices turmeric powder 100g,100g,patanjali,masala spices | grocery,flavor:turmeric,"turmeric,powder"
j&j baby soap milk 75g,75g,baby,baby care | baby care,flavor:milk type:soap,"soap,milk"
j&j tampon super 10p,10p,super gummy,otc | beauty personal care,,tampon
colgate tpaste active salt 100g,100g,colgate,oral care | beauty personal care,,"active,alt"
colgate plax mouthwash fresh tea 250ml,250ml,colgate,oral care | beauty personal care,type:mouthwash,"mouthwash,fresh,tea"
dove go fresh body wash 190 ml,190 ml,dove,skin care | beauty personal care,type:wash,"fresh,body,wash"
dove baby lotion rich moisture 200 ml,200 ml,baby dove,baby care | baby care,type:lotion,"lotion,rich,moisture"
kelloggs crn flks real tndai bdm bx 120g,120g,kelloggs,toys | toys stationery,,"real,bdm"
clinic plus strong scalp antidandruff shampoo 80 ml,80 ml,clinic plus+,hair care | beauty personal care,type:antidandruff type:shampoo,"plus,strong,scalp,shampoo"
huggies wonder pants diapers large 16 pcs,16 pcs,huggies,baby care | baby care,type:pants type:diapers,"wonder,pants,diapers,large"
huggies baby pants wonder med 38p,38p,huggies,baby care | baby care,type:pants,"pants,wonder,med"
"ocean fruit water, peach & passion fruit 500ml",500ml,ocean,soft drinks | beverages,flavor:fruit flavor:peach,"fruit,peach,passion,fruit"
grapes imported,,fresh & pure,skin care | beauty personal care,flavor:grapes,"grapes,imported"
chk cheese nuggets,,,chips namkeens snacks | branded food,flavor:cheese,"cheese,nuggets"
candy man candy choco eclair 290g,290g,candyman,chocolates cakes confectioneries | branded food,flavor:candy flavor:eclair flavor:choco,"candy,man,candy,eclair"
chhagan magan red chilli pickle 400g,400g,chhagan magan,pickles chutneys | branded food,flavor:chilli flavor:pickle color:red,"red,chilli,pickle"
kiwi liq polish instant wax neutral 75ml,75ml,kiwi,tea coffee | beverages,type:wax,"polish,instant,wax,neutral"
kettle studio mature cheddar & red onion chips 47g,47g,kettle studio,chips namkeens snacks | branded food,flavor:cheddar color:red flavor:onion,"mature,cheddar,red,onion"
organic tattva wheat dalia pp 500g,500g,organic tattva,organic pulses | grocery,flavor:dalia flavor:wheat,wheat
org tattva urad whole white pp 500g,500g,mr.white,chocolates cakes confectioneries | branded food,flavor:urad color:white,"org,whole,white"
salsalito nachos classic salted chips 150g,150g,salsalito,chips namkeens snacks | branded food,,
amul shrikhand amrakhand cup 200g,200g,amul,ice cream desserts | branded food,,cup
amul kool strawberry shake tetra pack 180ml,180ml,amul,ice cream desserts | branded food,flavor:strawberry,"strawberry,shake,tetra,pack"
gh readymix chat 100g,100g,golden harvest,baking dessert mixes | branded food,,chat
amul fruit n nuts chocolate 150g,150g,chocolate,chocolates cakes confectioneries | branded food,flavor:fruit,"fruit,nuts"
amul pro whey protien malt with dha box 500g,500g,amul,ice cream desserts | branded food,,"pro,whey,malt,dha,box"
amul kool elaichi milk tetra pack 200ml,200ml,amul,ice cream desserts | branded food,flavor:elaichi flavor:milk type:elaichi,"milk,tetra,pack"
emami skin crm fair&handsome 30g,30g,emami,stationery | toys stationery,type:skin,skin
dove soap pink rosa bar bx 75g,75g,dove,skin care | beauty personal care,flavor:rosa type:pink type:soap color:pink,"soap,pink,rosa,bar"
colin glass clnr pump 250m,250m,colin,home cleaning | home hygiene,,"gla,pump"
haldiram ni namk mathri 200g,200g,haldiram mopleez,chocolates cakes confectioneries | branded food,,
haldirams chai puri namkeen 200g,200g,haldirams,chips namkeens snacks | branded food,flavor:namkeen flavor:puri,"chai,puri"
haldirams gujarati mixture namkeen 200g,200g,haldirams,chips namkeens snacks | branded food,flavor:namkeen,"gujarati,mixture"
dove cond rejuvenated volume tube 240ml,240ml,dove,hair care | beauty personal care,,"rejuvenated,volume,tube"
desi atta co punjbi ms roti atta pp 500g,500g,desi atta company,baby care | baby care,flavor:roti,
haldiram namk aloo bhujia pp 90g,90g,haldiram mopleez,chips namkeens snacks | branded food,flavor:aloo,
colgate minions toothbrush 5+ soft 1p,5+ s,colgate,oral care | beauty personal care,,"minion,oft"
kelloggs ms granola almnd&crnbrs pp 150g,150g,kelloggs,breakfast cereals | branded food,flavor:granola,
charmis skn cld crm moisturising bx 175g,175g,charmis,toys | toys stationery,,cld
hing ki tikyy mukhwas,,,masala spices | grocery,,
everest readymix fish curry bx 50g,50g,everest,masala spices | grocery,flavor:curry flavor:fish,"fish,curry"
mother dry milk kesar 180m,180m,mother dairy,chocolates cakes confectioneries | branded food,flavor:kesar flavor:milk,"dry,milk"
mera swad mukhwas jeera goli 100g,100g,mera swad,baking dessert mixes | branded food,flavor:jeera,
britannia good day choco chunkies cookies 100g,100g,britannia,biscuits cookies crackers | branded food,flavor:choco,"good,day"
mother earth tur dal 500g,500g,mother earth,chips namkeens snacks | branded food,flavor:dal flavor:tur,"tur,dal"
natures choice black rasins jr 200g,200g,natures choice,ready to eat | branded food,color:black,black
britannia cheese peppy pizza tub 180g,180g,britannia,biscuits cookies crackers | branded food,flavor:pizza type:tub flavor:cheese,"cheese,peppy,pizza,tub"
treat orange cream biscuit,,tasty treat,biscuits cookies crackers | branded food,flavor:orange flavor:cream color:orange type:cream,"orange,cream,biscuit"
mother earth rajma red 500g,500g,mother earth,chips namkeens snacks | branded food,flavor:rajma color:red,red
sofy tampons soft regular bx 10p,10p,regular,feminine care | beauty personal care,type:tampons,"tampons,soft"
natures choice amla candy sweet 200g,200g,natures choice,ready to eat | branded food,flavor:candy flavor:amla,"candy,sweet"
klf nirmal coconut oil bt 500ml,500ml,,edible oil ghee | grocery,flavor:coconut,"klf,coconut"
heidi choco dark chili bar 80g,80g,heidi,chocolates cakes confectioneries | branded food,flavor:chili color:dark flavor:choco,"dark,chili,bar"
schogetten praline noisette chocolate 100g,100g,schogetten,chocolates cakes confectioneries | branded food,flavor:noisette flavor:praline flavor:chocolate type:chocolate,chocolate
maybelline colossal kajal 0.35gm,0.35gm,maybelline,skin care | beauty personal care,type:kajal,colossal
rath vanaspati pp 1l,1l,rath,toys | toys stationery,flavor:vanaspati,
bblunt hr cl sal sec choc dark brown 3,,bblunt,skin care | beauty personal care,color:brown color:dark,"sal,sec,choc,dark,brown"
sunsilk shampoo pink thick & long 80ml,80ml,sunsilk,hair care | beauty personal care,type:pink type:shampoo color:pink,"shampoo,pink,thick,long"
intl ice breakers mints spearmint sf 42g,42g,ice breakers,toys | toys stationery,flavor:spearmint,mints
intl nestle coffee mate original jr 400g,400g,nestle,chocolates cakes confectioneries | branded food,,"coffee,mate,original"
